"subj" "group" "tree" "cat" "rt"
"s35" "gr1" "lure" "f_a" 968
"s35" "gr1" "lure" "c_r" 1157
"s35" "gr1" "lure" "c_r" 855
"s35" "gr1" "lure" "c_r" 1177
"s35" "gr1" "lure" "c_r" 904
"s35" "gr1" "lure" "c_r" 971
"s35" "gr1" "lure" "c_r" 1199
"s35" "gr1" "lure" "f_a" 1229
"s35" "gr1" "lure" "f_a" 1012
"s35" "gr1" "lure" "c_r" 554
"s35" "gr1" "lure" "c_r" 929
"s35" "gr1" "lure" "c_r" 839
"s35" "gr1" "lure" "c_r" 1402
"s35" "gr1" "lure" "c_r" 654
"s35" "gr1" "lure" "c_r" 1239
"s35" "gr1" "lure" "c_r" 947
"s36" "gr1" "target" "hit" 1098
"s36" "gr1" "target" "hit" 806
"s36" "gr1" "target" "hit" 801
"s36" "gr1" "target" "hit" 646
"s36" "gr1" "target" "hit" 697
"s36" "gr1" "target" "miss" 673
"s36" "gr1" "target" "hit" 671
"s36" "gr1" "target" "hit" 701
"s36" "gr1" "target" "hit" 729
"s36" "gr1" "target" "hit" 687
"s36" "gr1" "target" "hit" 997
"s36" "gr1" "target" "hit" 741
"s36" "gr1" "target" "miss" 1168
"s36" "gr1" "target" "hit" 838
"s36" "gr1" "target" "miss" 795
"s36" "gr1" "target" "hit" 555
"s36" "gr1" "target" "hit" 795
"s36" "gr1" "target" "hit" 970
"s36" "gr1" "target" "hit" 864
"s36" "gr1" "target" "hit" 1012
"s36" "gr1" "target" "hit" 709
"s36" "gr1" "target" "hit" 665
"s36" "gr1" "target" "hit" 665
"s36" "gr1" "target" "hit" 787
"s36" "gr1" "target" "hit" 675
"s36" "gr1" "target" "miss" 731
"s36" "gr1" "target" "hit" 643
"s36" "gr1" "target" "hit" 914
"s36" "gr1" "target" "miss" 746
"s36" "gr1" "target" "miss" 695
"s36" "gr1" "lure" "c_r" 539
"s36" "gr1" "lure" "c_r" 817
"s36" "gr1" "lure" "c_r" 993
"s36" "gr1" "lure" "f_a" 529
"s36" "gr1" "lure" "c_r" 485
"s36" "gr1" "lure" "c_r" 482
"s36" "gr1" "lure" "f_a" 549
"s36" "gr1" "lure" "c_r" 837
"s36" "gr1" "lure" "c_r" 479
"s36" "gr1" "lure" "c_r" 1327
"s36" "gr1" "lure" "c_r" 563
"s36" "gr1" "lure" "c_r" 733
"s36" "gr1" "lure" "c_r" 514
"s36" "gr1" "lure" "c_r" 500
"s36" "gr1" "lure" "c_r" 727
"s36" "gr1" "lure" "c_r" 1056
"s36" "gr1" "lure" "c_r" 528
"s36" "gr1" "lure" "f_a" 577
"s36" "gr1" "lure" "f_a" 559
"s36" "gr1" "lure" "c_r" 419
"s36" "gr1" "lure" "c_r" 675
"s36" "gr1" "lure" "c_r" 598
"s36" "gr1" "lure" "f_a" 473
"s36" "gr1" "lure" "c_r" 643
"s36" "gr1" "lure" "c_r" 570
"s36" "gr1" "lure" "c_r" 644
"s36" "gr1" "lure" "c_r" 526
"s36" "gr1" "lure" "f_a" 616
"s36" "gr1" "lure" "c_r" 540
"s36" "gr1" "lure" "c_r" 643
"s37" "gr1" "target" "miss" 789
"s37" "gr1" "target" "miss" 767
"s37" "gr1" "target" "hit" 1162
"s37" "gr1" "target" "hit" 591
"s37" "gr1" "target" "hit" 779
"s37" "gr1" "target" "hit" 743
"s37" "gr1" "target" "miss" 635
"s37" "gr1" "target" "miss" 549
"s37" "gr1" "target" "hit" 706
"s37" "gr1" "target" "miss" 953
"s37" "gr1" "target" "hit" 551
"s37" "gr1" "target" "hit" 629
"s37" "gr1" "target" "hit" 592
"s37" "gr1" "target" "miss" 587
"s37" "gr1" "target" "hit" 651
"s37" "gr1" "target" "miss" 534
"s37" "gr1" "target" "hit" 560
"s37" "gr1" "target" "hit" 814
"s37" "gr1" "target" "hit" 663
"s37" "gr1" "target" "hit" 721
"s37" "gr1" "target" "hit" 902
"s37" "gr1" "target" "hit" 1099
"s37" "gr1" "target" "hit" 902
"s37" "gr1" "target" "miss" 617
"s37" "gr1" "target" "hit" 732
"s37" "gr1" "target" "miss" 608
"s37" "gr1" "target" "hit" 545
"s37" "gr1" "target" "miss" 570
"s37" "gr1" "target" "miss" 605
"s37" "gr1" "target" "hit" 486
"s37" "gr1" "lure" "f_a" 611
"s37" "gr1" "lure" "f_a" 628
"s37" "gr1" "lure" "c_r" 757
"s37" "gr1" "lure" "f_a" 756
"s37" "gr1" "lure" "f_a" 595
"s37" "gr1" "lure" "f_a" 972
"s37" "gr1" "lure" "c_r" 1115
"s37" "gr1" "lure" "c_r" 725
"s37" "gr1" "lure" "f_a" 991
"s37" "gr1" "lure" "c_r" 759
"s37" "gr1" "lure" "f_a" 674
"s37" "gr1" "lure" "c_r" 842
"s37" "gr1" "lure" "c_r" 621
"s37" "gr1" "lure" "c_r" 619
"s37" "gr1" "lure" "c_r" 691
"s37" "gr1" "lure" "c_r" 963
"s37" "gr1" "lure" "c_r" 872
"s37" "gr1" "lure" "f_a" 685
"s37" "gr1" "lure" "c_r" 713
"s37" "gr1" "lure" "f_a" 631
"s37" "gr1" "lure" "c_r" 581
"s37" "gr1" "lure" "c_r" 770
"s37" "gr1" "lure" "c_r" 622
"s37" "gr1" "lure" "c_r" 677
"s37" "gr1" "lure" "f_a" 802
"s37" "gr1" "lure" "f_a" 790
"s37" "gr1" "lure" "f_a" 929
"s37" "gr1" "lure" "c_r" 599
"s37" "gr1" "lure" "c_r" 564
"s37" "gr1" "lure" "f_a" 657
"s38" "gr1" "target" "hit" 632
"s38" "gr1" "target" "hit" 845
"s38" "gr1" "target" "hit" 930
"s38" "gr1" "target" "hit" 714
"s38" "gr1" "target" "miss" 596
"s38" "gr1" "target" "hit" 547
"s38" "gr1" "target" "hit" 608
"s38" "gr1" "target" "hit" 904
"s38" "gr1" "target" "hit" 948
"s38" "gr1" "target" "hit" 556
"s38" "gr1" "target" "hit" 1004
"s38" "gr1" "target" "hit" 512
"s38" "gr1" "target" "hit" 753
"s38" "gr1" "target" "hit" 481
"s38" "gr1" "target" "hit" 612
"s38" "gr1" "target" "hit" 787
"s38" "gr1" "target" "hit" 471
"s38" "gr1" "target" "hit" 720
"s38" "gr1" "target" "hit" 671
"s38" "gr1" "target" "hit" 571
"s38" "gr1" "target" "hit" 605
"s38" "gr1" "target" "hit" 800
"s38" "gr1" "target" "hit" 1018
"s38" "gr1" "target" "hit" 531
"s38" "gr1" "target" "hit" 755
"s38" "gr1" "target" "miss" 653
"s38" "gr1" "target" "hit" 488
"s38" "gr1" "target" "hit" 739
"s38" "gr1" "target" "hit" 575
"s38" "gr1" "target" "hit" 971
"s38" "gr1" "lure" "c_r" 629
"s38" "gr1" "lure" "c_r" 700
"s38" "gr1" "lure" "c_r" 798
"s38" "gr1" "lure" "c_r" 904
"s38" "gr1" "lure" "c_r" 627
"s38" "gr1" "lure" "c_r" 600
"s38" "gr1" "lure" "c_r" 706
"s38" "gr1" "lure" "f_a" 575
"s38" "gr1" "lure" "c_r" 570
"s38" "gr1" "lure" "c_r" 614
"s38" "gr1" "lure" "c_r" 661
"s38" "gr1" "lure" "f_a" 652
"s38" "gr1" "lure" "c_r" 704
"s38" "gr1" "lure" "c_r" 859
"s38" "gr1" "lure" "c_r" 726
"s38" "gr1" "lure" "c_r" 581
"s38" "gr1" "lure" "c_r" 745
"s38" "gr1" "lure" "c_r" 640
"s38" "gr1" "lure" "c_r" 751
"s38" "gr1" "lure" "f_a" 798
"s38" "gr1" "lure" "c_r" 737
"s38" "gr1" "lure" "c_r" 695
"s38" "gr1" "lure" "f_a" 791
"s38" "gr1" "lure" "f_a" 644
"s38" "gr1" "lure" "c_r" 664
"s38" "gr1" "lure" "f_a" 564
"s38" "gr1" "lure" "c_r" 528
"s38" "gr1" "lure" "c_r" 892
"s38" "gr1" "lure" "f_a" 561
"s38" "gr1" "lure" "c_r" 643
"s39" "gr1" "target" "miss" 977
"s39" "gr1" "target" "hit" 547
"s39" "gr1" "target" "miss" 670
"s39" "gr1" "target" "miss" 612
"s39" "gr1" "target" "miss" 663
"s39" "gr1" "target" "hit" 561
"s39" "gr1" "target" "hit" 626
"s39" "gr1" "target" "hit" 578
"s39" "gr1" "target" "hit" 849
"s39" "gr1" "target" "hit" 1318
"s39" "gr1" "target" "miss" 521
"s39" "gr1" "target" "hit" 845
"s39" "gr1" "target" "hit" 458
"s39" "gr1" "target" "hit" 548
"s39" "gr1" "target" "hit" 595
"s39" "gr1" "target" "hit" 637
"s39" "gr1" "target" "miss" 574
"s39" "gr1" "target" "hit" 787
"s39" "gr1" "target" "hit" 727
"s39" "gr1" "target" "miss" 566
"s39" "gr1" "target" "hit" 629
"s39" "gr1" "target" "miss" 685
"s39" "gr1" "target" "hit" 641
"s39" "gr1" "target" "miss" 890
"s39" "gr1" "target" "hit" 778
"s39" "gr1" "target" "hit" 1363
"s39" "gr1" "target" "hit" 853
"s39" "gr1" "target" "miss" 758
"s39" "gr1" "target" "miss" 550
"s39" "gr1" "target" "hit" 617
"s39" "gr1" "lure" "c_r" 944
"s39" "gr1" "lure" "f_a" 830
"s39" "gr1" "lure" "c_r" 913
"s39" "gr1" "lure" "c_r" 1001
"s39" "gr1" "lure" "c_r" 813
"s39" "gr1" "lure" "c_r" 919
"s39" "gr1" "lure" "c_r" 741
"s39" "gr1" "lure" "f_a" 537
"s39" "gr1" "lure" "f_a" 589
"s39" "gr1" "lure" "c_r" 1043
"s39" "gr1" "lure" "c_r" 741
"s39" "gr1" "lure" "c_r" 964
"s39" "gr1" "lure" "c_r" 687
"s39" "gr1" "lure" "f_a" 705
"s39" "gr1" "lure" "c_r" 707
"s39" "gr1" "lure" "c_r" 741
"s39" "gr1" "lure" "c_r" 671
"s39" "gr1" "lure" "c_r" 1238
"s39" "gr1" "lure" "c_r" 603
"s39" "gr1" "lure" "c_r" 667
"s39" "gr1" "lure" "c_r" 758
"s39" "gr1" "lure" "f_a" 681
"s39" "gr1" "lure" "f_a" 792
"s39" "gr1" "lure" "c_r" 582
"s39" "gr1" "lure" "c_r" 788
"s39" "gr1" "lure" "f_a" 761
"s39" "gr1" "lure" "c_r" 745
"s39" "gr1" "lure" "c_r" 743
"s39" "gr1" "lure" "c_r" 741
"s39" "gr1" "lure" "c_r" 743
"s40" "gr1" "target" "hit" 719
"s40" "gr1" "target" "miss" 1036
"s40" "gr1" "target" "miss" 1626
"s40" "gr1" "target" "hit" 762
"s40" "gr1" "target" "hit" 1132
"s40" "gr1" "target" "miss" 624
"s40" "gr1" "target" "hit" 914
"s40" "gr1" "target" "hit" 717
"s40" "gr1" "target" "hit" 584
"s40" "gr1" "target" "hit" 582
"s40" "gr1" "target" "hit" 487
"s40" "gr1" "target" "hit" 624
"s40" "gr1" "target" "hit" 595
"s40" "gr1" "target" "hit" 616
"s40" "gr1" "target" "hit" 520
"s40" "gr1" "target" "hit" 577
"s40" "gr1" "target" "hit" 721
"s40" "gr1" "target" "hit" 1126
"s40" "gr1" "target" "hit" 1138
"s40" "gr1" "target" "hit" 1298
"s40" "gr1" "target" "hit" 545
"s40" "gr1" "target" "hit" 886
"s40" "gr1" "target" "hit" 1111
"s40" "gr1" "target" "miss" 568
"s40" "gr1" "target" "hit" 867
"s40" "gr1" "target" "hit" 578
"s40" "gr1" "target" "hit" 834
"s40" "gr1" "target" "miss" 1082
"s40" "gr1" "target" "hit" 556
"s40" "gr1" "target" "hit" 821
"s40" "gr1" "lure" "c_r" 1067
"s40" "gr1" "lure" "c_r" 681
"s40" "gr1" "lure" "c_r" 572
"s40" "gr1" "lure" "c_r" 724
"s40" "gr1" "lure" "f_a" 933
"s40" "gr1" "lure" "c_r" 616
"s40" "gr1" "lure" "f_a" 560
"s40" "gr1" "lure" "c_r" 1427
"s40" "gr1" "lure" "c_r" 642
"s40" "gr1" "lure" "c_r" 1226
"s40" "gr1" "lure" "c_r" 743
"s40" "gr1" "lure" "c_r" 711
"s40" "gr1" "lure" "f_a" 972
"s40" "gr1" "lure" "c_r" 734
"s40" "gr1" "lure" "c_r" 1196
"s40" "gr1" "lure" "c_r" 1299
"s40" "gr1" "lure" "c_r" 717
"s40" "gr1" "lure" "c_r" 807
"s40" "gr1" "lure" "f_a" 1081
"s40" "gr1" "lure" "c_r" 863
"s40" "gr1" "lure" "c_r" 926
"s40" "gr1" "lure" "c_r" 971
"s40" "gr1" "lure" "c_r" 727
"s40" "gr1" "lure" "c_r" 644
"s40" "gr1" "lure" "c_r" 713
"s40" "gr1" "lure" "c_r" 1445
"s40" "gr1" "lure" "f_a" 709
"s40" "gr1" "lure" "c_r" 874
"s40" "gr1" "lure" "c_r" 850
"s40" "gr1" "lure" "c_r" 645
