"subj" "group" "tree" "cat" "rt"
"s12" "gr1" "lure" "c_r" 894
"s12" "gr1" "lure" "c_r" 936
"s12" "gr1" "lure" "c_r" 811
"s12" "gr1" "lure" "c_r" 743
"s12" "gr1" "lure" "c_r" 1083
"s12" "gr1" "lure" "c_r" 801
"s12" "gr1" "lure" "c_r" 973
"s12" "gr1" "lure" "c_r" 913
"s12" "gr1" "lure" "f_a" 829
"s12" "gr1" "lure" "c_r" 657
"s12" "gr1" "lure" "c_r" 974
"s12" "gr1" "lure" "c_r" 846
"s12" "gr1" "lure" "c_r" 947
"s12" "gr1" "lure" "c_r" 621
"s12" "gr1" "lure" "c_r" 825
"s12" "gr1" "lure" "f_a" 828
"s12" "gr1" "lure" "f_a" 669
"s12" "gr1" "lure" "c_r" 807
"s12" "gr1" "lure" "c_r" 746
"s12" "gr1" "lure" "c_r" 868
"s12" "gr1" "lure" "c_r" 754
"s12" "gr1" "lure" "c_r" 715
"s12" "gr1" "lure" "c_r" 688
"s12" "gr1" "lure" "c_r" 762
"s13" "gr1" "target" "hit" 607
"s13" "gr1" "target" "hit" 767
"s13" "gr1" "target" "hit" 658
"s13" "gr1" "target" "hit" 517
"s13" "gr1" "target" "hit" 863
"s13" "gr1" "target" "miss" 688
"s13" "gr1" "target" "miss" 751
"s13" "gr1" "target" "hit" 828
"s13" "gr1" "target" "hit" 948
"s13" "gr1" "target" "hit" 573
"s13" "gr1" "target" "hit" 546
"s13" "gr1" "target" "miss" 810
"s13" "gr1" "target" "hit" 918
"s13" "gr1" "target" "hit" 749
"s13" "gr1" "target" "hit" 704
"s13" "gr1" "target" "hit" 908
"s13" "gr1" "target" "hit" 782
"s13" "gr1" "target" "miss" 668
"s13" "gr1" "target" "miss" 651
"s13" "gr1" "target" "hit" 594
"s13" "gr1" "target" "hit" 616
"s13" "gr1" "target" "miss" 880
"s13" "gr1" "target" "hit" 1149
"s13" "gr1" "target" "hit" 1413
"s13" "gr1" "target" "miss" 602
"s13" "gr1" "target" "hit" 805
"s13" "gr1" "target" "miss" 689
"s13" "gr1" "target" "hit" 637
"s13" "gr1" "target" "hit" 689
"s13" "gr1" "target" "hit" 665
"s13" "gr1" "lure" "f_a" 404
"s13" "gr1" "lure" "c_r" 450
"s13" "gr1" "lure" "c_r" 773
"s13" "gr1" "lure" "c_r" 753
"s13" "gr1" "lure" "c_r" 666
"s13" "gr1" "lure" "f_a" 822
"s13" "gr1" "lure" "c_r" 575
"s13" "gr1" "lure" "c_r" 390
"s13" "gr1" "lure" "c_r" 395
"s13" "gr1" "lure" "c_r" 501
"s13" "gr1" "lure" "c_r" 436
"s13" "gr1" "lure" "f_a" 900
"s13" "gr1" "lure" "c_r" 539
"s13" "gr1" "lure" "c_r" 548
"s13" "gr1" "lure" "c_r" 455
"s13" "gr1" "lure" "f_a" 364
"s13" "gr1" "lure" "c_r" 409
"s13" "gr1" "lure" "c_r" 739
"s13" "gr1" "lure" "c_r" 766
"s13" "gr1" "lure" "c_r" 450
"s13" "gr1" "lure" "c_r" 663
"s13" "gr1" "lure" "f_a" 448
"s13" "gr1" "lure" "c_r" 612
"s13" "gr1" "lure" "c_r" 552
"s13" "gr1" "lure" "c_r" 462
"s13" "gr1" "lure" "c_r" 707
"s13" "gr1" "lure" "c_r" 406
"s13" "gr1" "lure" "c_r" 603
"s13" "gr1" "lure" "c_r" 394
"s13" "gr1" "lure" "c_r" 425
"s14" "gr1" "target" "hit" 1771
"s14" "gr1" "target" "hit" 540
"s14" "gr1" "target" "hit" 675
"s14" "gr1" "target" "hit" 1010
"s14" "gr1" "target" "hit" 539
"s14" "gr1" "target" "miss" 401
"s14" "gr1" "target" "hit" 462
"s14" "gr1" "target" "miss" 709
"s14" "gr1" "target" "hit" 796
"s14" "gr1" "target" "miss" 596
"s14" "gr1" "target" "hit" 923
"s14" "gr1" "target" "hit" 371
"s14" "gr1" "target" "hit" 377
"s14" "gr1" "target" "hit" 433
"s14" "gr1" "target" "miss" 1250
"s14" "gr1" "target" "hit" 357
"s14" "gr1" "target" "miss" 960
"s14" "gr1" "target" "hit" 1246
"s14" "gr1" "target" "hit" 437
"s14" "gr1" "target" "miss" 414
"s14" "gr1" "target" "hit" 576
"s14" "gr1" "target" "hit" 540
"s14" "gr1" "target" "miss" 443
"s14" "gr1" "target" "hit" 541
"s14" "gr1" "target" "miss" 735
"s14" "gr1" "target" "miss" 478
"s14" "gr1" "target" "hit" 412
"s14" "gr1" "target" "miss" 456
"s14" "gr1" "target" "hit" 548
"s14" "gr1" "target" "hit" 1550
"s14" "gr1" "lure" "f_a" 1075
"s14" "gr1" "lure" "c_r" 1040
"s14" "gr1" "lure" "c_r" 832
"s14" "gr1" "lure" "c_r" 819
"s14" "gr1" "lure" "c_r" 801
"s14" "gr1" "lure" "f_a" 512
"s14" "gr1" "lure" "f_a" 1100
"s14" "gr1" "lure" "c_r" 1127
"s14" "gr1" "lure" "c_r" 824
"s14" "gr1" "lure" "c_r" 603
"s14" "gr1" "lure" "c_r" 950
"s14" "gr1" "lure" "f_a" 750
"s14" "gr1" "lure" "c_r" 708
"s14" "gr1" "lure" "c_r" 584
"s14" "gr1" "lure" "c_r" 949
"s14" "gr1" "lure" "c_r" 432
"s14" "gr1" "lure" "c_r" 410
"s14" "gr1" "lure" "c_r" 480
"s14" "gr1" "lure" "c_r" 838
"s14" "gr1" "lure" "f_a" 452
"s14" "gr1" "lure" "c_r" 654
"s14" "gr1" "lure" "f_a" 519
"s14" "gr1" "lure" "c_r" 767
"s14" "gr1" "lure" "c_r" 1057
"s14" "gr1" "lure" "c_r" 1005
"s14" "gr1" "lure" "c_r" 556
"s14" "gr1" "lure" "c_r" 854
"s14" "gr1" "lure" "c_r" 776
"s14" "gr1" "lure" "f_a" 771
"s14" "gr1" "lure" "c_r" 1078
"s15" "gr1" "target" "hit" 854
"s15" "gr1" "target" "hit" 406
"s15" "gr1" "target" "miss" 314
"s15" "gr1" "target" "miss" 310
"s15" "gr1" "target" "hit" 628
"s15" "gr1" "target" "hit" 328
"s15" "gr1" "target" "hit" 642
"s15" "gr1" "target" "hit" 562
"s15" "gr1" "target" "miss" 503
"s15" "gr1" "target" "miss" 850
"s15" "gr1" "target" "hit" 843
"s15" "gr1" "target" "hit" 377
"s15" "gr1" "target" "hit" 521
"s15" "gr1" "target" "miss" 442
"s15" "gr1" "target" "hit" 401
"s15" "gr1" "target" "hit" 458
"s15" "gr1" "target" "hit" 949
"s15" "gr1" "target" "hit" 523
"s15" "gr1" "target" "hit" 389
"s15" "gr1" "target" "hit" 320
"s15" "gr1" "target" "hit" 598
"s15" "gr1" "target" "miss" 920
"s15" "gr1" "target" "miss" 334
"s15" "gr1" "target" "miss" 347
"s15" "gr1" "target" "hit" 286
"s15" "gr1" "target" "hit" 461
"s15" "gr1" "target" "hit" 391
"s15" "gr1" "target" "miss" 442
"s15" "gr1" "target" "hit" 568
"s15" "gr1" "target" "miss" 975
"s15" "gr1" "lure" "f_a" 806
"s15" "gr1" "lure" "c_r" 970
"s15" "gr1" "lure" "c_r" 1343
"s15" "gr1" "lure" "c_r" 1057
"s15" "gr1" "lure" "c_r" 1039
"s15" "gr1" "lure" "c_r" 967
"s15" "gr1" "lure" "f_a" 890
"s15" "gr1" "lure" "c_r" 905
"s15" "gr1" "lure" "c_r" 1105
"s15" "gr1" "lure" "f_a" 1130
"s15" "gr1" "lure" "c_r" 762
"s15" "gr1" "lure" "c_r" 493
"s15" "gr1" "lure" "c_r" 821
"s15" "gr1" "lure" "f_a" 806
"s15" "gr1" "lure" "c_r" 825
"s15" "gr1" "lure" "c_r" 898
"s15" "gr1" "lure" "c_r" 929
"s15" "gr1" "lure" "f_a" 910
"s15" "gr1" "lure" "f_a" 1286
"s15" "gr1" "lure" "c_r" 474
"s15" "gr1" "lure" "c_r" 601
"s15" "gr1" "lure" "c_r" 686
"s15" "gr1" "lure" "c_r" 845
"s15" "gr1" "lure" "c_r" 1090
"s15" "gr1" "lure" "c_r" 425
"s15" "gr1" "lure" "f_a" 1233
"s15" "gr1" "lure" "f_a" 767
"s15" "gr1" "lure" "c_r" 913
"s15" "gr1" "lure" "c_r" 789
"s15" "gr1" "lure" "c_r" 817
"s16" "gr1" "target" "hit" 571
"s16" "gr1" "target" "hit" 553
"s16" "gr1" "target" "hit" 746
"s16" "gr1" "target" "hit" 875
"s16" "gr1" "target" "hit" 613
"s16" "gr1" "target" "hit" 552
"s16" "gr1" "target" "hit" 627
"s16" "gr1" "target" "hit" 686
"s16" "gr1" "target" "hit" 573
"s16" "gr1" "target" "hit" 803
"s16" "gr1" "target" "hit" 848
"s16" "gr1" "target" "hit" 717
"s16" "gr1" "target" "hit" 554
"s16" "gr1" "target" "miss" 594
"s16" "gr1" "target" "hit" 900
"s16" "gr1" "target" "hit" 793
"s16" "gr1" "target" "hit" 672
"s16" "gr1" "target" "miss" 568
"s16" "gr1" "target" "hit" 826
"s16" "gr1" "target" "miss" 585
"s16" "gr1" "target" "hit" 645
"s16" "gr1" "target" "hit" 580
"s16" "gr1" "target" "hit" 523
"s16" "gr1" "target" "hit" 868
"s16" "gr1" "target" "hit" 838
"s16" "gr1" "target" "hit" 637
"s16" "gr1" "target" "hit" 639
"s16" "gr1" "target" "hit" 596
"s16" "gr1" "target" "hit" 524
"s16" "gr1" "target" "hit" 595
"s16" "gr1" "lure" "c_r" 672
"s16" "gr1" "lure" "c_r" 653
"s16" "gr1" "lure" "c_r" 655
"s16" "gr1" "lure" "c_r" 756
"s16" "gr1" "lure" "c_r" 683
"s16" "gr1" "lure" "f_a" 655
"s16" "gr1" "lure" "c_r" 885
"s16" "gr1" "lure" "c_r" 1228
"s16" "gr1" "lure" "f_a" 917
"s16" "gr1" "lure" "c_r" 910
"s16" "gr1" "lure" "c_r" 805
"s16" "gr1" "lure" "f_a" 581
"s16" "gr1" "lure" "c_r" 747
"s16" "gr1" "lure" "c_r" 594
"s16" "gr1" "lure" "c_r" 694
"s16" "gr1" "lure" "c_r" 660
"s16" "gr1" "lure" "c_r" 640
"s16" "gr1" "lure" "c_r" 623
"s16" "gr1" "lure" "f_a" 614
"s16" "gr1" "lure" "f_a" 593
"s16" "gr1" "lure" "c_r" 1325
"s16" "gr1" "lure" "c_r" 788
"s16" "gr1" "lure" "f_a" 615
"s16" "gr1" "lure" "f_a" 670
"s16" "gr1" "lure" "f_a" 1086
"s16" "gr1" "lure" "f_a" 664
"s16" "gr1" "lure" "f_a" 589
"s16" "gr1" "lure" "c_r" 581
"s16" "gr1" "lure" "c_r" 685
"s16" "gr1" "lure" "f_a" 875
"s17" "gr1" "target" "hit" 557
"s17" "gr1" "target" "hit" 1634
"s17" "gr1" "target" "hit" 949
"s17" "gr1" "target" "hit" 958
"s17" "gr1" "target" "hit" 881
"s17" "gr1" "target" "hit" 703
"s17" "gr1" "target" "hit" 646
"s17" "gr1" "target" "hit" 715
"s17" "gr1" "target" "hit" 485
"s17" "gr1" "target" "hit" 575
"s17" "gr1" "target" "hit" 687
"s17" "gr1" "target" "miss" 501
"s17" "gr1" "target" "hit" 597
"s17" "gr1" "target" "hit" 592
"s17" "gr1" "target" "hit" 541
"s17" "gr1" "target" "hit" 488
"s17" "gr1" "target" "hit" 406
"s17" "gr1" "target" "hit" 810
"s17" "gr1" "target" "hit" 571
"s17" "gr1" "target" "hit" 1139
"s17" "gr1" "target" "hit" 767
"s17" "gr1" "target" "hit" 506
"s17" "gr1" "target" "hit" 717
"s17" "gr1" "target" "hit" 474
"s17" "gr1" "target" "hit" 990
"s17" "gr1" "target" "miss" 512
"s17" "gr1" "target" "hit" 484
"s17" "gr1" "target" "hit" 542
"s17" "gr1" "target" "hit" 640
"s17" "gr1" "target" "hit" 709
"s17" "gr1" "lure" "c_r" 755
"s17" "gr1" "lure" "c_r" 836
"s17" "gr1" "lure" "c_r" 760
"s17" "gr1" "lure" "c_r" 681
"s17" "gr1" "lure" "c_r" 600
"s17" "gr1" "lure" "c_r" 709
"s17" "gr1" "lure" "c_r" 1049
"s17" "gr1" "lure" "c_r" 1015
"s17" "gr1" "lure" "c_r" 868
"s17" "gr1" "lure" "c_r" 749
"s17" "gr1" "lure" "c_r" 637
"s17" "gr1" "lure" "c_r" 769
"s17" "gr1" "lure" "c_r" 1086
"s17" "gr1" "lure" "c_r" 1144
"s17" "gr1" "lure" "c_r" 706
"s17" "gr1" "lure" "c_r" 530
"s17" "gr1" "lure" "f_a" 601
"s17" "gr1" "lure" "c_r" 1164
"s17" "gr1" "lure" "c_r" 845
"s17" "gr1" "lure" "f_a" 830
"s17" "gr1" "lure" "c_r" 727
"s17" "gr1" "lure" "c_r" 771
"s17" "gr1" "lure" "c_r" 940
"s17" "gr1" "lure" "f_a" 635
"s17" "gr1" "lure" "c_r" 750
"s17" "gr1" "lure" "c_r" 1017
"s17" "gr1" "lure" "f_a" 739
"s17" "gr1" "lure" "f_a" 730
"s17" "gr1" "lure" "c_r" 842
"s17" "gr1" "lure" "c_r" 751
"s18" "gr1" "target" "hit" 1223
"s18" "gr1" "target" "hit" 840
"s18" "gr1" "target" "miss" 856
"s18" "gr1" "target" "hit" 492
"s18" "gr1" "target" "hit" 550
"s18" "gr1" "target" "hit" 659
"s18" "gr1" "target" "hit" 522
"s18" "gr1" "target" "hit" 651
"s18" "gr1" "target" "hit" 345
"s18" "gr1" "target" "hit" 529
"s18" "gr1" "target" "hit" 613
"s18" "gr1" "target" "hit" 524
"s18" "gr1" "target" "hit" 814
"s18" "gr1" "target" "hit" 680
"s18" "gr1" "target" "hit" 790
"s18" "gr1" "target" "hit" 549
"s18" "gr1" "target" "hit" 482
"s18" "gr1" "target" "hit" 730
"s18" "gr1" "target" "hit" 454
"s18" "gr1" "target" "miss" 872
"s18" "gr1" "target" "hit" 619
"s18" "gr1" "target" "miss" 391
"s18" "gr1" "target" "miss" 789
"s18" "gr1" "target" "hit" 1056
"s18" "gr1" "target" "miss" 871
"s18" "gr1" "target" "miss" 703
"s18" "gr1" "target" "miss" 483
"s18" "gr1" "target" "hit" 585
"s18" "gr1" "target" "hit" 656
"s18" "gr1" "target" "miss" 602
"s18" "gr1" "lure" "c_r" 742
"s18" "gr1" "lure" "c_r" 872
"s18" "gr1" "lure" "c_r" 734
"s18" "gr1" "lure" "c_r" 734
"s18" "gr1" "lure" "c_r" 721
"s18" "gr1" "lure" "c_r" 930
"s18" "gr1" "lure" "f_a" 828
"s18" "gr1" "lure" "c_r" 777
"s18" "gr1" "lure" "c_r" 690
"s18" "gr1" "lure" "c_r" 910
"s18" "gr1" "lure" "c_r" 1057
"s18" "gr1" "lure" "c_r" 966
"s18" "gr1" "lure" "c_r" 816
"s18" "gr1" "lure" "f_a" 828
"s18" "gr1" "lure" "c_r" 612
"s18" "gr1" "lure" "c_r" 710
"s18" "gr1" "lure" "f_a" 800
"s18" "gr1" "lure" "c_r" 1182
"s18" "gr1" "lure" "c_r" 1166
"s18" "gr1" "lure" "c_r" 895
"s18" "gr1" "lure" "c_r" 605
"s18" "gr1" "lure" "c_r" 742
"s18" "gr1" "lure" "c_r" 856
"s18" "gr1" "lure" "c_r" 630
"s18" "gr1" "lure" "c_r" 729
"s18" "gr1" "lure" "c_r" 878
"s18" "gr1" "lure" "c_r" 589
"s18" "gr1" "lure" "c_r" 756
"s18" "gr1" "lure" "c_r" 915
"s18" "gr1" "lure" "c_r" 871
"s19" "gr1" "target" "hit" 535
"s19" "gr1" "target" "hit" 508
"s19" "gr1" "target" "hit" 1007
"s19" "gr1" "target" "miss" 517
"s19" "gr1" "target" "hit" 523
"s19" "gr1" "target" "miss" 508
"s19" "gr1" "target" "hit" 862
"s19" "gr1" "target" "hit" 620
"s19" "gr1" "target" "hit" 511
"s19" "gr1" "target" "hit" 760
"s19" "gr1" "target" "miss" 816
"s19" "gr1" "target" "hit" 570
"s19" "gr1" "target" "hit" 547
"s19" "gr1" "target" "hit" 985
"s19" "gr1" "target" "hit" 652
"s19" "gr1" "target" "miss" 1150
"s19" "gr1" "target" "hit" 680
"s19" "gr1" "target" "hit" 773
"s19" "gr1" "target" "hit" 656
"s19" "gr1" "target" "hit" 644
"s19" "gr1" "target" "hit" 848
"s19" "gr1" "target" "hit" 608
"s19" "gr1" "target" "miss" 536
"s19" "gr1" "target" "miss" 590
"s19" "gr1" "target" "hit" 897
"s19" "gr1" "target" "miss" 497
"s19" "gr1" "target" "hit" 838
"s19" "gr1" "target" "miss" 689
"s19" "gr1" "target" "hit" 565
"s19" "gr1" "target" "hit" 765
"s19" "gr1" "lure" "f_a" 756
"s19" "gr1" "lure" "c_r" 661
"s19" "gr1" "lure" "c_r" 489
"s19" "gr1" "lure" "c_r" 581
"s19" "gr1" "lure" "c_r" 680
"s19" "gr1" "lure" "f_a" 691
"s19" "gr1" "lure" "c_r" 745
"s19" "gr1" "lure" "c_r" 1097
"s19" "gr1" "lure" "c_r" 579
"s19" "gr1" "lure" "c_r" 1167
"s19" "gr1" "lure" "c_r" 574
"s19" "gr1" "lure" "c_r" 611
"s19" "gr1" "lure" "f_a" 510
"s19" "gr1" "lure" "c_r" 959
"s19" "gr1" "lure" "c_r" 529
"s19" "gr1" "lure" "c_r" 985
"s19" "gr1" "lure" "f_a" 682
"s19" "gr1" "lure" "c_r" 603
"s19" "gr1" "lure" "c_r" 525
"s19" "gr1" "lure" "c_r" 538
"s19" "gr1" "lure" "c_r" 689
"s19" "gr1" "lure" "c_r" 459
"s19" "gr1" "lure" "c_r" 685
"s19" "gr1" "lure" "c_r" 715
"s19" "gr1" "lure" "c_r" 515
"s19" "gr1" "lure" "c_r" 728
"s19" "gr1" "lure" "c_r" 764
"s19" "gr1" "lure" "f_a" 739
"s19" "gr1" "lure" "c_r" 1222
"s19" "gr1" "lure" "c_r" 605
"s20" "gr1" "target" "hit" 930
"s20" "gr1" "target" "hit" 539
"s20" "gr1" "target" "hit" 716
"s20" "gr1" "target" "hit" 674
"s20" "gr1" "target" "hit" 635
"s20" "gr1" "target" "hit" 727
"s20" "gr1" "target" "hit" 665
"s20" "gr1" "target" "miss" 770
"s20" "gr1" "target" "hit" 1362
"s20" "gr1" "target" "hit" 882
"s20" "gr1" "target" "hit" 777
"s20" "gr1" "target" "miss" 669
"s20" "gr1" "target" "hit" 644
"s20" "gr1" "target" "hit" 688
"s20" "gr1" "target" "hit" 1645
"s20" "gr1" "target" "hit" 621
"s20" "gr1" "target" "hit" 863
"s20" "gr1" "target" "hit" 2065
"s20" "gr1" "target" "hit" 531
"s20" "gr1" "target" "hit" 1324
"s20" "gr1" "target" "hit" 1960
"s20" "gr1" "target" "hit" 618
"s20" "gr1" "target" "hit" 941
"s20" "gr1" "target" "hit" 986
"s20" "gr1" "target" "hit" 911
"s20" "gr1" "target" "hit" 640
"s20" "gr1" "target" "miss" 630
"s20" "gr1" "target" "miss" 1091
"s20" "gr1" "target" "hit" 1285
"s20" "gr1" "target" "hit" 581
"s20" "gr1" "lure" "f_a" 1100
"s20" "gr1" "lure" "c_r" 570
"s20" "gr1" "lure" "c_r" 572
"s20" "gr1" "lure" "c_r" 815
"s20" "gr1" "lure" "c_r" 843
"s20" "gr1" "lure" "c_r" 740
"s20" "gr1" "lure" "c_r" 452
"s20" "gr1" "lure" "f_a" 506
"s20" "gr1" "lure" "c_r" 845
"s20" "gr1" "lure" "c_r" 698
"s20" "gr1" "lure" "c_r" 888
"s20" "gr1" "lure" "c_r" 758
"s20" "gr1" "lure" "c_r" 739
"s20" "gr1" "lure" "c_r" 992
"s20" "gr1" "lure" "f_a" 696
"s20" "gr1" "lure" "f_a" 831
"s20" "gr1" "lure" "c_r" 620
"s20" "gr1" "lure" "c_r" 554
"s20" "gr1" "lure" "c_r" 646
"s20" "gr1" "lure" "c_r" 1085
"s20" "gr1" "lure" "c_r" 1050
"s20" "gr1" "lure" "c_r" 1049
"s20" "gr1" "lure" "f_a" 476
"s20" "gr1" "lure" "c_r" 602
"s20" "gr1" "lure" "c_r" 545
"s20" "gr1" "lure" "c_r" 875
"s20" "gr1" "lure" "c_r" 703
"s20" "gr1" "lure" "c_r" 1244
"s20" "gr1" "lure" "c_r" 644
"s20" "gr1" "lure" "c_r" 691
"s21" "gr1" "target" "miss" 461
"s21" "gr1" "target" "hit" 550
"s21" "gr1" "target" "hit" 551
"s21" "gr1" "target" "hit" 919
"s21" "gr1" "target" "hit" 548
"s21" "gr1" "target" "hit" 741
"s21" "gr1" "target" "hit" 473
"s21" "gr1" "target" "miss" 599
"s21" "gr1" "target" "hit" 667
"s21" "gr1" "target" "miss" 772
"s21" "gr1" "target" "miss" 642
"s21" "gr1" "target" "hit" 1203
"s21" "gr1" "target" "hit" 984
"s21" "gr1" "target" "hit" 1093
"s21" "gr1" "target" "miss" 501
"s21" "gr1" "target" "hit" 411
"s21" "gr1" "target" "miss" 1088
"s21" "gr1" "target" "hit" 1117
"s21" "gr1" "target" "hit" 1517
"s21" "gr1" "target" "hit" 947
"s21" "gr1" "target" "hit" 917
"s21" "gr1" "target" "hit" 653
"s21" "gr1" "target" "miss" 497
"s21" "gr1" "target" "hit" 603
"s21" "gr1" "target" "hit" 876
"s21" "gr1" "target" "hit" 957
"s21" "gr1" "target" "hit" 474
"s21" "gr1" "target" "hit" 448
"s21" "gr1" "target" "hit" 1001
"s21" "gr1" "target" "miss" 561
"s21" "gr1" "lure" "f_a" 794
"s21" "gr1" "lure" "f_a" 851
"s21" "gr1" "lure" "f_a" 982
"s21" "gr1" "lure" "c_r" 834
"s21" "gr1" "lure" "f_a" 994
"s21" "gr1" "lure" "c_r" 749
"s21" "gr1" "lure" "c_r" 944
"s21" "gr1" "lure" "c_r" 1191
"s21" "gr1" "lure" "c_r" 766
"s21" "gr1" "lure" "f_a" 1075
"s21" "gr1" "lure" "f_a" 1211
"s21" "gr1" "lure" "f_a" 1080
"s21" "gr1" "lure" "c_r" 599
"s21" "gr1" "lure" "c_r" 804
"s21" "gr1" "lure" "c_r" 922
"s21" "gr1" "lure" "c_r" 1407
"s21" "gr1" "lure" "c_r" 743
"s21" "gr1" "lure" "c_r" 695
"s21" "gr1" "lure" "c_r" 723
"s21" "gr1" "lure" "f_a" 832
"s21" "gr1" "lure" "f_a" 488
"s21" "gr1" "lure" "c_r" 1553
"s21" "gr1" "lure" "f_a" 863
"s21" "gr1" "lure" "c_r" 888
"s21" "gr1" "lure" "c_r" 764
"s21" "gr1" "lure" "c_r" 1002
"s21" "gr1" "lure" "c_r" 1013
"s21" "gr1" "lure" "f_a" 1552
"s21" "gr1" "lure" "f_a" 545
"s21" "gr1" "lure" "c_r" 1007
"s22" "gr1" "target" "hit" 1147
"s22" "gr1" "target" "hit" 502
"s22" "gr1" "target" "hit" 879
"s22" "gr1" "target" "hit" 629
"s22" "gr1" "target" "hit" 478
"s22" "gr1" "target" "hit" 559
"s22" "gr1" "target" "hit" 553
"s22" "gr1" "target" "hit" 491
"s22" "gr1" "target" "hit" 784
"s22" "gr1" "target" "miss" 585
"s22" "gr1" "target" "hit" 490
"s22" "gr1" "target" "hit" 943
"s22" "gr1" "target" "hit" 501
"s22" "gr1" "target" "hit" 646
"s22" "gr1" "target" "hit" 1134
"s22" "gr1" "target" "hit" 428
"s22" "gr1" "target" "hit" 514
"s22" "gr1" "target" "miss" 567
"s22" "gr1" "target" "hit" 622
"s22" "gr1" "target" "miss" 507
"s22" "gr1" "target" "hit" 841
"s22" "gr1" "target" "hit" 1000
"s22" "gr1" "target" "hit" 880
"s22" "gr1" "target" "hit" 501
"s22" "gr1" "target" "miss" 1045
"s22" "gr1" "target" "hit" 601
"s22" "gr1" "target" "hit" 772
"s22" "gr1" "target" "hit" 625
"s22" "gr1" "target" "hit" 1124
"s22" "gr1" "target" "hit" 503
"s22" "gr1" "lure" "c_r" 490
"s22" "gr1" "lure" "c_r" 731
"s22" "gr1" "lure" "f_a" 1235
"s22" "gr1" "lure" "f_a" 709
"s22" "gr1" "lure" "f_a" 523
"s22" "gr1" "lure" "f_a" 1131
"s22" "gr1" "lure" "f_a" 969
"s22" "gr1" "lure" "c_r" 729
"s22" "gr1" "lure" "f_a" 891
"s22" "gr1" "lure" "c_r" 724
"s22" "gr1" "lure" "c_r" 861
"s22" "gr1" "lure" "c_r" 694
"s22" "gr1" "lure" "c_r" 647
"s22" "gr1" "lure" "f_a" 830
"s22" "gr1" "lure" "f_a" 671
"s22" "gr1" "lure" "c_r" 1086
"s22" "gr1" "lure" "c_r" 834
"s22" "gr1" "lure" "f_a" 604
"s22" "gr1" "lure" "c_r" 924
"s22" "gr1" "lure" "c_r" 743
"s22" "gr1" "lure" "c_r" 912
"s22" "gr1" "lure" "c_r" 762
"s22" "gr1" "lure" "c_r" 1053
"s22" "gr1" "lure" "f_a" 749
"s22" "gr1" "lure" "f_a" 817
"s22" "gr1" "lure" "c_r" 509
"s22" "gr1" "lure" "f_a" 1138
"s22" "gr1" "lure" "c_r" 722
"s22" "gr1" "lure" "c_r" 719
"s22" "gr1" "lure" "c_r" 690
"s23" "gr1" "target" "hit" 1266
"s23" "gr1" "target" "hit" 375
"s23" "gr1" "target" "hit" 821
"s23" "gr1" "target" "miss" 984
"s23" "gr1" "target" "hit" 680
"s23" "gr1" "target" "miss" 901
"s23" "gr1" "target" "hit" 1119
"s23" "gr1" "target" "hit" 1163
"s23" "gr1" "target" "hit" 513
"s23" "gr1" "target" "hit" 865
"s23" "gr1" "target" "hit" 552
"s23" "gr1" "target" "miss" 611
"s23" "gr1" "target" "hit" 462
"s23" "gr1" "target" "hit" 536
"s23" "gr1" "target" "miss" 835
"s23" "gr1" "target" "hit" 819
"s23" "gr1" "target" "hit" 455
"s23" "gr1" "target" "hit" 433
"s23" "gr1" "target" "hit" 443
"s23" "gr1" "target" "miss" 374
"s23" "gr1" "target" "hit" 434
"s23" "gr1" "target" "hit" 383
"s23" "gr1" "target" "hit" 617
"s23" "gr1" "target" "hit" 389
"s23" "gr1" "target" "hit" 368
"s23" "gr1" "target" "miss" 358
"s23" "gr1" "target" "miss" 539
"s23" "gr1" "target" "hit" 538
"s23" "gr1" "target" "hit" 499
"s23" "gr1" "target" "miss" 677
"s23" "gr1" "lure" "c_r" 1105
"s23" "gr1" "lure" "c_r" 1000
"s23" "gr1" "lure" "c_r" 1638
"s23" "gr1" "lure" "c_r" 742
"s23" "gr1" "lure" "f_a" 1038
"s23" "gr1" "lure" "c_r" 721
"s23" "gr1" "lure" "c_r" 820
"s23" "gr1" "lure" "c_r" 768
"s23" "gr1" "lure" "f_a" 534
"s23" "gr1" "lure" "f_a" 1188
"s23" "gr1" "lure" "c_r" 948
"s23" "gr1" "lure" "f_a" 807
"s23" "gr1" "lure" "c_r" 717
"s23" "gr1" "lure" "c_r" 775
"s23" "gr1" "lure" "c_r" 868
"s23" "gr1" "lure" "f_a" 783
"s23" "gr1" "lure" "c_r" 435
"s23" "gr1" "lure" "c_r" 684
"s23" "gr1" "lure" "c_r" 718
"s23" "gr1" "lure" "c_r" 915
"s23" "gr1" "lure" "c_r" 425
"s23" "gr1" "lure" "c_r" 447
"s23" "gr1" "lure" "c_r" 749
"s23" "gr1" "lure" "c_r" 478
"s23" "gr1" "lure" "c_r" 766
"s23" "gr1" "lure" "f_a" 1160
"s23" "gr1" "lure" "f_a" 590
"s23" "gr1" "lure" "f_a" 875
"s23" "gr1" "lure" "f_a" 1031
"s23" "gr1" "lure" "c_r" 752
"s24" "gr1" "target" "hit" 685
"s24" "gr1" "target" "hit" 424
"s24" "gr1" "target" "hit" 839
"s24" "gr1" "target" "hit" 882
"s24" "gr1" "target" "hit" 713
"s24" "gr1" "target" "hit" 351
"s24" "gr1" "target" "miss" 661
"s24" "gr1" "target" "hit" 743
"s24" "gr1" "target" "hit" 692
